,SAMPLE ID,IGSN,REFERENCES,LATITUDE,LONGITUDE,AGE,ROCK TYPE,ROCK NAME,143Nd/144Nd,143Nd/144Nd_i,147Sm/144Nd,eNd,eNd_i,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,SR87_SR86,SR87_SR86_INI,RB87_SR86,LA,CE,PR,Nd,Sm,EU,GD,TB,DY,HO,ER,TM,YB,LU,TH,NB,TA,U,RB,SR,ZR,HF,Y,BA,geometry,Estimated_Age,Uni_Age,Binned_Age,Binned_Estimated_Age,143Nd_CALC,Delta_DM,Age_rounded
12515,,,MAHONEY ET AL. 1998,-29.5297,37.4747,72,IGNEOUS:VOLCANIC:MAFIC,,0.512799 ,0.512701605,,,3,18.596 ,18.400 ,15.658 ,15.649 ,39.141 ,38.965 ,0.70432 ,,0.0157 ,,,,4.026 ,1.377 ,,,,,,,,,,0.370 ,,,0.136 ,1.02 ,187.0 ,,,,,POINT (37.4747 -29.5297),,72,60 - 80 Ma,,0.51269912,-6.714270149,70
12516,,,MAHONEY ET AL. 1998,-29.5297,37.4747,72,IGNEOUS:VOLCANIC:MAFIC,,0.512768 ,0.512687848,,,2.7,18.577 ,18.487 ,15.630 ,15.626 ,38.957 ,38.839 ,0.70438 ,,0.0545 ,,,,17.76 ,4.999 ,,,,,,,,,,0.993 ,,,0.251 ,3.08 ,196.6 ,,,,,POINT (37.4747 -29.5297),,72,60 - 80 Ma,,0.512683743,-6.982410638,70
12517,,,MAHONEY ET AL. 1998,3.2343,52.694,70,IGNEOUS:VOLCANIC:MAFIC,,0.513074 ,0.512968943,,,8.2,18.131 ,18.043 ,15.456 ,15.452 ,37.876 ,37.797 ,0.70305 ,,0.0290 ,,,,4.604 ,1.747 ,,,,,,,,,,0.0890 ,,,0.0326 ,1.00 ,99.97 ,,,,,POINT (52.694 3.2343),,70,60 - 80 Ma,,0.512968219,-1.560086711,70
12518,,,MAHONEY ET AL. 1998,-31.5337,52.3018,65,IGNEOUS:VOLCANIC:MAFIC,,0.513153 ,0.51299825,,,8.6,18.353 ,18.178 ,15.467 ,15.459 ,37.587 ,37.548 ,0.70309 ,,0.2283 ,,,,1.864 ,1.122 ,,,,,,,,,,0.0106 ,,,0.0154 ,2.86 ,36.25 ,,,,,POINT (52.3018 -31.5337),,65,60 - 80 Ma,,0.512995162,-1.130396129,60
12519,,,MAHONEY ET AL. 1998,-31.5337,52.3018,65,IGNEOUS:VOLCANIC:MAFIC,,0.513104 ,0.512999062,,,8.6,18.586 ,18.440 ,15.577 ,15.570 ,38.107 ,37.994 ,0.70362 ,,0.3349 ,,,,6.208 ,2.534 ,,,,,,,,,,0.129 ,,,0.0547 ,7.99 ,68.96 ,,,,,POINT (52.3018 -31.5337),,65,60 - 80 Ma,,0.512995162,-1.114573536,60
12520,,,MAHONEY ET AL. 1998,-1.677,57.6475,60,IGNEOUS:VOLCANIC:MAFIC,,0.513030 ,0.512939403,,,7.4,19.364 ,19.283 ,15.627 ,15.623 ,38.893 ,38.810 ,0.70345 ,,0.0651 ,,,,3.117 ,1.190 ,,,,,,,,,,0.154 ,,,0.0496 ,1.25 ,55.64 ,,,,,POINT (57.6475 -1.677),,60,40 - 60 Ma,,0.512940095,-2.418895537,60
12521,,,MAHONEY ET AL. 1998,-1.677,57.6475,60,IGNEOUS:VOLCANIC:MAFIC,,0.513016 ,0.512924838,,,7.1,19.191 ,19.141 ,15.630 ,15.628 ,38.854 ,38.803 ,0.70352 ,,0.0599 ,,,,2.879 ,1.106 ,,,,,,,,,,0.140 ,,,0.0454 ,1.14 ,55.16 ,,,,,POINT (57.6475 -1.677),,60,40 - 60 Ma,,0.512924718,-2.70278601,60
12522,,,MAHONEY ET AL. 1998,-1.677,57.6475,60,IGNEOUS:VOLCANIC:MAFIC,,0.513013 ,0.512914474,,,6.9,18.662 ,18.620 ,15.591 ,15.589 ,38.770 ,38.739 ,0.70350 ,,0.0613 ,,,,1.718 ,0.7133 ,,,,,,,,,,0.0232 ,,,0.0103 ,1.33 ,62.81 ,,,,,POINT (57.6475 -1.677),,60,40 - 60 Ma,,0.512914467,-2.904780711,60
12524,,,MAHONEY ET AL. 1998,-3.4873,50.0537,60,IGNEOUS:VOLCANIC:MAFIC,,0.513153 ,0.513062273,,,9.8,18.457 ,18.314 ,15.514 ,15.507 ,38.191 ,38.080 ,0.70350 ,,0.2245 ,,,,4.750 ,1.816 ,,,,,,,,,,0.117 ,,,0.0536 ,5.65 ,72.80 ,,,,,POINT (50.0537 -3.4873),,60,40 - 60 Ma,,0.513063109,-0.024073165,60
12525,,,MAHONEY ET AL. 1998,-3.4873,50.0537,60,IGNEOUS:VOLCANIC:MAFIC,,0.513206 ,0.513090129,,,10.3,19.045 ,18.545 ,15.543 ,15.519 ,38.219 ,38.167 ,0.70294 ,,0.2003 ,,,,2.130 ,1.040 ,,,,,,,,,,0.0117 ,,,0.0369 ,4.59 ,66.20 ,,,,,POINT (50.0537 -3.4873),,60,40 - 60 Ma,,0.513088737,0.518868161,60
12526,,,MAHONEY ET AL. 1998,-3.4873,50.0537,60,IGNEOUS:VOLCANIC:MAFIC,,0.513197 ,0.51310267,,,10.5,18.732 ,18.406 ,15.520 ,15.505 ,38.214 ,38.174 ,0.70337 ,,0.0815 ,,,,3.590 ,1.427 ,,,,,,,,,,0.0468 ,,,0.126 ,1.93 ,68.61 ,,,,,POINT (50.0537 -3.4873),,60,40 - 60 Ma,,0.513098989,0.763301547,60
12527,,,MAHONEY ET AL. 1998,18.7497,60.1297,60,IGNEOUS:VOLCANIC:MAFIC,,0.513049 ,0.512944226,,,7.4,18.726 ,18.449 ,15.551 ,15.538 ,38.659 ,38.584 ,0.70391 ,,0.6453 ,,,,3.189 ,1.408 ,,,,,,,,,,0.0716 ,,,0.0863 ,18.1 ,81.03 ,,,,,POINT (60.1297 18.7497),,60,40 - 60 Ma,,0.512940095,-2.324891386,60
12528,,,MAHONEY ET AL. 1998,18.7497,60.1297,60,IGNEOUS:VOLCANIC:MAFIC,,0.513039 ,0.512950883,,,7.6,18.625 ,18.534 ,15.532 ,15.528 ,38.500 ,38.463 ,0.70446 ,,0.5828 ,,,,3.334 ,1.238 ,,,,,,,,,,0.182 ,,,0.146 ,22.2 ,110.1 ,,,,,POINT (60.1297 18.7497),,60,40 - 60 Ma,,0.512950346,-2.195141475,60
12529,,,MAHONEY ET AL. 1998,16.5418,59.7017,55,IGNEOUS:VOLCANIC:MAFIC,,0.512783 ,0.51273876,,,3.3,18.675 ,18.458 ,15.504 ,15.494 ,38.819 ,38.546 ,0.70362 ,,0.0597 ,,,,33.32 ,6.777 ,,,,,,,,,,3.00 ,,,0.782 ,12.8 ,621.4 ,,,,,POINT (59.7017 16.5418),,55,40 - 60 Ma,,0.512736381,-6.471037963,60
12530,,,MAHONEY ET AL. 1998,7.9697,68.4062,46,IGNEOUS:VOLCANIC:MAFIC,,0.513055 ,0.512986079,,,7.9,18.126 ,18.061 ,15.511 ,15.508 ,38.071 ,37.990 ,0.70294 ,,0.0671 ,,,,6.760 ,2.561 ,,,,,,,,,,0.185 ,,,0.0493 ,1.58 ,68.10 ,,,,,POINT (68.4062 7.9697),,46,40 - 60 Ma,,0.512983753,-1.905396873,50
