Reference,Ophiolite,Location/Unit,Sample,Lat,Lon,Lithotype,Material,Kind,Age_FromRef,Orogen,Ocean,Segment,Stage,Sm,Nd,Sm/Nd,147Sm/144Nd,143Nd/144Nd,2s_Nd,143Nd/144Nd_i,eNd_i,Rb,Sr,87Rb/86Sr,87Sr/86Sr,2s_Sr,87Sr/86Sr_i,Pb,Th,U,232Th/208Pb,238U/206Pb,235U/207Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,208Pb*/206Pb*,Lu,Hf,176Lu/177Hf,176Hf/177Hf,2s_Hf,176Hf/177Hf_i,eHf_i
Liu et al. 2016,Xiewu,,XW06–3,,,Basalt,WR,OIB,230,Paleo-Tethys,Paleo-Tethys,Songpan-Garze,Post-Pangea Formation,,,,0.1422,0.512568,5,,0.2,,,0.1172,0.709376,12,0.708992,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Sumdo,Sd1838H1,,,,WR,OPB,250.6,,Paleo-Tethys,,Post-Pangea Formation,11.72,58.37,,0.121383,0.512438,4,,-1.5,32.8,1010,0.093947,0.706337,6,0.706002,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Sumdo,Sd1838H3,,,,WR,OPB,250.6,,Paleo-Tethys,,Post-Pangea Formation,20.43,114.8,,0.107586,0.512547,4,,1.1,46.44,1323,0.101535,0.705271,8,0.704909,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Sumdo,Sd1831H1,,,,WR,OPB,251.8,,Paleo-Tethys,,Post-Pangea Formation,8.31,42.59,,0.118015,0.512582,3,,1.4,31.05,784.3,0.114518,0.705518,8,0.705108,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Sumdo,Sd1831H3,,,,WR,OPB,251.8,,Paleo-Tethys,,Post-Pangea Formation,8.34,42.4,,0.118958,0.512605,3,,1.9,27.66,875.5,0.091383,0.704982,8,0.704655,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Sumdo,Sd1839H1,,,,WR,OPB,251.9,,Paleo-Tethys,,Post-Pangea Formation,9.81,47.97,,0.123681,0.512505,3,,-0.2,13.38,1188,0.032581,0.706395,8,0.706278,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Sumdo,Sd1839H4,,,,WR,OPB,251.9,,Paleo-Tethys,,Post-Pangea Formation,15.22,77.16,,0.119249,0.512561,4,,1,44.11,1291,0.098832,0.705373,8,0.705019,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Tangjia,Tj1830H1,,,,WR,OPB,254.8,,Paleo-Tethys,,Post-Pangea Formation,3.36,12.84,,0.15821,0.512835,3,,5.1,4.06,208.5,0.056326,0.70795,8,0.707746,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Tangjia,Tj1830H3,,,,WR,OPB,254.8,,Paleo-Tethys,,Post-Pangea Formation,3.27,12.41,,0.159356,0.512826,3,,4.9,7.08,236.4,0.086606,0.708184,9,0.70787,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Tangjia,Tj2011H3,,,,WR,OPB,263.8,,Paleo-Tethys,,Post-Pangea Formation,4.17,15.91,,0.158387,0.512852,3,,5.5,9.66,382,0.073169,0.704081,10,0.703806,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Tangjia,Tj2011H4,,,,WR,OPB,263.8,,Paleo-Tethys,,Post-Pangea Formation,3.79,14.47,,0.158144,0.512844,3,,5.3,7.13,379.2,0.054382,0.704148,8,0.703943,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Tangjia,Tj2026H2,,,,WR,OPB,264.1,,Paleo-Tethys,,Post-Pangea Formation,3.41,16.13,,0.127771,0.512628,3,,2.1,11.32,291.3,0.112625,0.725157,8,0.724734,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Tangjia,Tj2026H3,,,,WR,OPB,264.1,,Paleo-Tethys,,Post-Pangea Formation,3.81,15.45,,0.149045,0.512597,3,,0.8,18.5,287.3,0.186618,0.72492,10,0.724219,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Tangjia,Tj1854H2,,,,WR,OPB,265,,Paleo-Tethys,,Post-Pangea Formation,5.08,21.82,,0.140836,0.512733,4,,3.7,34.63,193.7,0.517131,0.705143,7,0.703193,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Tangjia,Tj1854H4,,,,WR,OPB,265,,Paleo-Tethys,,Post-Pangea Formation,5.15,22.8,,0.136507,0.512761,3,,4.4,50.76,326.8,0.449273,0.704976,6,0.703282,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Tangjia,Tj1847H1,,,,WR,OPB,267.6,,Paleo-Tethys,,Post-Pangea Formation,3.48,13.51,,0.155752,0.512712,4,,2.8,0.96,4,0.698624,0.712053,7,0.709394,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Tangjia,Tj1847H2,,,,WR,OPB,267.6,,Paleo-Tethys,,Post-Pangea Formation,2.74,9.66,,0.171573,0.512738,4,,2.8,0.32,3.1,0.29297,0.712463,7,0.711348,,,,,,,,,,,,,,,,,,,,
Moghadam et al. 2015,Mashhad,Fariman,F12-20,,,ultramafic lava,WR,SSZ,270,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,1.26,3.82,0.33,0.199007,0.513125,,0.512774,9.44,16.43,42.14,1.128116,0.708267,,0.703934,0.16,0.1,0.03,,,,18.0326,15.4471,37.7562,17.5442,15.4219,37.2537,,,,,,,,
Moghadam et al. 2015,Mashhad,Fariman,F12-40,,,pillow lava,WR,SSZ,270,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,4.1,20.56,0.2,0.120121,0.512645,,0.512433,2.78,1.24,290.8,0.012353,0.704253,,0.704206,0.87,2.31,0.68,,,,20.2162,15.5393,40.4085,17.9836,15.4239,37.9482,,,,,,,,
Moghadam et al. 2015,Mashhad,Fariman,F12-43,,,pillow lava,WR,SSZ,270,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,3.77,19.56,0.19,0.115951,0.512611,,0.512406,2.26,2.95,134,0.063655,0.704774,,0.70453,0.85,2.2,0.62,,,,19.8428,15.6238,40.2178,17.7668,15.5166,37.8453,,,,,,,,
Moghadam et al. 2015,Mashhad,Fariman,F12-35,,,Basaltic lava,WR,SSZ,270,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,4.51,27.39,0.16,0.09918,0.512522,,0.512347,1.11,29.65,221.2,0.387717,0.705086,,0.703597,3.88,4.83,0.8,,,,18.8611,15.6367,39.5015,18.2904,15.6072,38.3799,,,,,,,,
Moghadam et al. 2015,Mashhad,Mashhad,MS12-2,,,ultramafic lava,WR,SSZ,270,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,2.04,7.12,0.29,0.1726,0.512656,,0.512351,1.18,2.26,249.2,0.026231,0.709221,,0.70912,1.79,1.29,0.23,,,,18.7171,15.6389,39.1166,18.3643,15.6207,38.47,,,,,,,,
Moghadam et al. 2015,Mashhad,Mashhad,MS12-69,,,ultramafic lava,WR,SSZ,270,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,0.83,2.39,0.35,0.210095,0.51307,,0.512698,7.96,0.43,11.43,0.107572,0.707026,,0.706613,0.53,0.12,0.05,,,,18.3239,15.5279,38.4205,18.0786,15.5152,38.2212,,,,,,,,
Moghadam et al. 2015,Mashhad,Mashhad,MS-12-12,,,gabbro,WR,SSZ,270,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,2.03,7.64,0.27,0.159742,0.512643,,0.512361,1.38,5.38,347.2,0.044843,0.71029,,0.710118,4.19,1.3,0.24,,,,18.6288,15.7166,39.0416,18.4717,15.7085,38.7648,,,,,,,,
Moghadam et al. 2015,Mashhad,Mashhad,MS-12-86,,,ultramafic lava,WR,SSZ,270,Cimmerides,Paleo-Tethys,Cimmerian,Post-Pangea Formation,1.21,3.66,0.33,0.199044,0.513023,,0.512671,7.43,0.44,21.41,0.059594,0.707484,,0.707255,0.51,0.2,0.07,,,,18.2181,15.6012,38.2787,17.8382,15.5816,37.9345,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Sumdo,Sd1709H2,,,,WR,OPB,270,,Paleo-Tethys,,Post-Pangea Formation,5.11,12.51,,0.24686,0.513125,3,,7.8,1.15,159.9,0.020745,0.703881,6,0.703802,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Sumdo,Sd1709H3,,,,WR,OPB,270,,Paleo-Tethys,,Post-Pangea Formation,1.63,4.85,,0.203557,0.513111,3,,9,2.99,103.1,0.083998,0.703895,6,0.703572,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Sumdo,Sd1705H1,,,,WR,OPB,272.3,,Paleo-Tethys,,Post-Pangea Formation,4.09,12.26,,0.201669,0.513,4,,6.9,9.2,122.7,0.216853,0.704931,8,0.704091,,,,,,,,,,,,,,,,,,,,
Wang et al. 2023,Tangjia-Sumdo,Sumdo,Sd1705H3,,,,WR,OPB,272.3,,Paleo-Tethys,,Post-Pangea Formation,4.09,12.27,,0.201472,0.51301,3,,7.1,8.73,116.4,0.216783,0.704182,6,0.703342,,,,,,,,,,,,,,,,,,,,
"Zhang et al., 2005",Mayodia,,AP-146 ,,,Basalt,WR,MOR,275,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,2.73,8.86,,0.1866,0.513037,,,8.10,0.38,106.10,0.01,0.70,,0.70,1.22,1.21,0.37,64.60,19.00,,18.26,15.49,38.03,17.43,15.44,37.15,,,,,,,,
"Zhang et al., 2005",Mayodia,,AP-148 ,,,Basalt,WR,MOR,275,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,3.49,11.15,,0.1890,0.512880,,,5.00,2.38,78.68,0.09,0.70,,0.70,1.09,0.86,0.18,51.00,10.10,,17.97,15.46,37.94,17.53,15.44,37.24,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-4A               ,19.63,99.13,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,12.72,53.05,0.239773798,0.145,0.512721,4,,3.41,2.8,254,0.032,0.704522,6,0.704393,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-4B               ,19.63,99.13,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,7.96,34.76,0.228998849,0.139,0.512713,4,,3.48,5.36,439,0.035,0.704028,5,0.703892,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-4F               ,19.63,99.13,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,8.35,37.62,0.221956406,0.134,0.512717,3,,3.7,3.49,502,0.02,0.703899,5,0.703822,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-2A*               ,19.39,98.93,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,13.58,55.04,0.246729651,0.149,0.512713,3,,3.1,82.1,56.1,4.242,0.721337,7,0.705041,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-2B*               ,19.39,98.93,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,16.58,73.04,0.226998905,0.137,0.512702,4,,3.3,81,103,2.281,0.713651,5,0.704888,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-2F*               ,19.39,98.93,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,15.13,63.36,0.238794192,0.144,0.512707,3,,3.16,81.2,44.3,5.312,0.725508,6,0.705103,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-2P*               ,19.39,98.93,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,10.37,44.36,0.233769161,0.141,0.512719,4,,3.48,82.7,95.5,2.513,0.708329,5,0.704677,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-4G             ,,,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,5.57,24.32,0.229029605,0.138,0.512695,9,,3.11,2.86,358,0.023,0.704085,11,0.703996,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-12A              ,19.11,99.46,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,5.82,26.32,0.22112462,0.134,0.512718,4,,3.74,20.59,179,0.334,0.705171,6,0.703889,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-12B              ,19.11,99.46,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,7.88,35.3,0.223229462,0.135,0.512693,6,,3.2,15.7,842,0.054,0.706708,11,0.7065,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-14A1             ,18.83,99.26,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,5.35,22.66,0.236098853,0.143,0.512697,5,,3.01,4.32,115,0.109,0.704559,8,0.70414,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-14A2             ,18.83,99.26,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,5.67,23.1,0.245454545,0.148,0.512692,10,,2.72,3.1,113,0.08,0.704446,8,0.70414,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-14B1             ,18.83,99.26,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,5.48,23.46,0.233589088,0.141,0.512636,4,,3.04,12.52,322,0.113,0.704119,7,0.703687,,,,,,,,,,,,,,,,,,,,
Wang et al. 2017,Chiang Mai,,TG-14B2             ,18.83,99.26,Basalt,WR,OIB,282,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,7.02,27.7,0.253429603,0.153,0.512745,8,,3.58,16.6,202,0.238,0.704462,8,0.703547,,,,,,,,,,,,,,,,,,,,
Wu et al. 1999,Babu,,BB24,,,Gabbro,WR,SSZ,300,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,1.198,2.837,,0.2554,0.513161,8,,6.3,0.7243,149,0.01407,0.703748,10,0.70374,,,,,,,,,,17.222,15.350,36.993,,,,,,,,
Wu et al. 1999,Babu,,BB25,,,Gabbro,WR,SSZ,300,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,0.9025,2.439,,0.2236,0.513159,9,,9.1,0.1388,116.2,0.003455,0.703195,8,0.70319,,,,,,,,,,17.261,15.361,37.031,,,,,,,,
Wu et al. 1999,Babu,,BB32,,,Dolerite,WR,SSZ,300,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,4.107,7.992,,0.3108,0.513157,9,,5.8,0.5929,106.5,0.01611,0.703469,8,0.70346,,,,,,,,,,17.477,15.379,37.285,,,,,,,,
Wu et al. 1999,Babu,,BB33,,,Dolerite,WR,SSZ,300,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,3.269,10.32,,0.1915,0.513094,8,,9,0.1784,98.06,0.005266,0.702977,9,0.70297,,,,,,,,,,17.372,15.376,37.194,,,,,,,,
Wu et al. 1999,Babu,,BB38,,,Basalt,WR,SSZ,300,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,3.113,11.67,,0.1613,0.513065,9,,9.7,3.95,108.6,0.1053,0.704748,18,0.7047,,,,,,,,,,17.369,15.362,37.144,,,,,,,,
Wu et al. 1999,Babu,,BB41,,,Basalt,WR,SSZ,300,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,3.637,9.924,,0.2217,0.513168,9,,9.4,1.682,83.92,0.05796,0.701231,20,0.70121,,,,,,,,,,18.047,15.494,37.670,,,,,,,,
Wu et al. 1999,Babu,,BB46,,,Basalt,WR,SSZ,300,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,3.035,9.9682,,0.1896,0.5131,9,,9.3,4.447,161.1,0.07986,0.703821,8,0.70379,,,,,,,,,,17.577,15.486,37.478,,,,,,,,
Wu et al. 1999,Babu,,BB49,,,Basalt,WR,SSZ,300,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,5.523,18.33,,0.1822,0.51308,10,,9.2,1.283,185.4,0.02003,0.703314,7,0.70331,,,,,,,,,,17.398,15.392,37.167,,,,,,,,
"Zhang et al., 2005",Lancang R. Zone (Jinghong) ,,HN-4 ,,,Basalt,WR,MOR,300,Paleo-Tethys,Paleo-Tethys,Changning-Menglian - Longmuco,Post-Pangea Formation,1.89,4.53,,0.2523,0.513212,,,9.00,0.77,124.60,0.02,0.71,,0.71,0.59,0.03,0.03,2.82,2.94,,18.41,15.60,38.39,18.27,15.60,38.34,,,,,,,,
"Xu and Castillo, 2004",Jinshajiang,,97-055-3,,,Basalt,WR,MOR,317,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,2.44,7.86,0.31043257,0.1881,0.512961,,,6.6,20.6,297,,0.705902,,0.70494,2.19,0.79,0.34,23.8,9.9,,18.595,15.606,38.634,18.06,15.578,38.232,,,,,,,,
"Xu and Castillo, 2004",Jinshajiang,,97-055-5,,,Basalt,WR,MOR,317,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,1.64,4.66,0.35193133,0.2123,0.513077,,,7.9,18.4,329,,0.706383,,0.7056,1.44,0.51,0.23,23.3,10.2,,18.49,15.582,38.471,17.942,15.553,38.078,,,,,,,,
"Xu and Castillo, 2004",Jinshajiang,,97-055-6,,,Basalt,WR,MOR,317,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,2.28,7.01,0.325249643,0.1965,0.51298,,,6.6,13.3,388,,0.706442,,0.70596,2.02,0.81,0.27,26.4,8.5,,18.604,15.609,38.643,18.143,15.584,38.196,,,,,,,,
"Xu and Castillo, 2004",Jinshajiang,,97-055-7,,,Basalt,WR,MOR,317,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,2.31,7.76,0.297680412,0.1802,0.512917,,,6.1,15.7,519,,0.70575,,0.70533,2.05,1.18,0.38,38,11.8,,18.613,15.615,38.733,17.973,15.581,38.09,,,,,,,,
"Xu and Castillo, 2004",Jinshajiang,,97-057,,,Basalt,WR,MOR,317,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,1.12,3.54,0.316384181,0.1914,0.512849,,,4.3,5.9,136,,0.705495,,0.70489,0.79,0.24,0.13,19.9,10.4,,18.518,15.643,38.162,17.955,15.613,37.826,,,,,,,,
"Xu and Castillo, 2004",Jinshajiang,,97-069-1,,,Basalt,WR,MOR,317,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,3.72,11.1,0.335135135,0.203,0.512918,,,5.2,2,27,,0.705588,,0.70453,1.33,1.09,0.35,54.4,16.9,,18.74,15.615,38.986,17.827,15.566,38.066,,,,,,,,
"Xu and Castillo, 2004",Jinshajiang,,97-070,,,Basalt,WR,MOR,317,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,2.82,8.3,0.339759036,0.2052,0.512949,,,5.7,8.2,129,,0.705088,,0.7042,0.53,0.82,0.4,106.8,50.4,,20.851,15.651,39.795,18.129,15.506,37.989,,,,,,,,
"Xu and Castillo, 2004",Jinshajiang,,97-071,,,Basalt,WR,MOR,317,Paleo-Tethys,Paleo-Tethys,Jinshajiang-Ailaoshan,Post-Pangea Formation,,,,,0.512963,,,,,,,0.705339,,,0.63,0.48,0.23,50.2,23.3,,18.668,15.535,38.528,17.412,15.468,37.68,,,,,,,,
He et al. 2018,Hainan,,11HN-48B,19.43873333,109.9772,Basalt,WR,MOR,330,,,,Syn-Godwana and Pre-Pangea,,,,0.27,0.5133,8,,9.85,,,0.038,0.709714,7,0.7095,,,,,,,,,,,,,,,,,,,,
He et al. 2018,Hainan,,11HN-48D,19.43873333,109.9772,Basalt,WR,MOR,330,,,,Syn-Godwana and Pre-Pangea,,,,0.265,0.513249,7,,9.02,,,0.029,0.709639,11,0.7095,,,,,,,,,,,,,,,,,,,,
He et al. 2018,Hainan,,11HN-48F,19.43873333,109.9772,Basalt,WR,MOR,330,,,,Syn-Godwana and Pre-Pangea,,,,0.237,0.513202,8,,9.31,,,0.02,0.708506,25,0.7084,,,,,,,,,,,,,,,,,,,,
He et al. 2018,Hainan,,11HN-48H,19.43873333,109.9772,Basalt,WR,MOR,330,,,,Syn-Godwana and Pre-Pangea,,,,0.237,0.513211,6,,9.48,,,0.405,0.709639,12,0.7078,,,,,,,,,,,,,,,,,,,,
He et al. 2018,Hainan,,11HN-48J,19.43873333,109.9772,Basalt,WR,MOR,330,,,,Syn-Godwana and Pre-Pangea,,,,0.217,0.512986,12,,5.93,,,0.087,0.709265,5,0.7089,,,,,,,,,,,,,,,,,,,,
He et al. 2018,Hainan,,11HN-48K,19.43873333,109.9772,Basalt,WR,MOR,330,,,,Syn-Godwana and Pre-Pangea,,,,0.269,0.513094,7,,5.86,,,0.206,0.710115,10,0.7092,,,,,,,,,,,,,,,,,,,,
Li et al. 2002,Hainan,,CX-1,,,Basalt,WR,MOR,333,,,,Syn-Godwana and Pre-Pangea,1.27,3.15,,0.2445,0.513083,11,,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,
Li et al. 2002,Hainan,,CX-2,,,Basalt,WR,MOR,333,,,,Syn-Godwana and Pre-Pangea,1.4,2.86,,0.2953,0.513194,11,,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,
Li et al. 2002,Hainan,,CX-3,,,Basalt,WR,MOR,333,,,,Syn-Godwana and Pre-Pangea,0.87,1.89,,0.2777,0.513158,18,,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,
Li et al. 2002,Hainan,,CX-5,,,Basalt,WR,MOR,333,,,,Syn-Godwana and Pre-Pangea,0.943,1.8,,0.3167,0.513243,16,,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,
Li et al. 2002,Hainan,,CX-6,,,Basalt,WR,MOR,333,,,,Syn-Godwana and Pre-Pangea,0.881,1.88,,0.2834,0.513171,12,,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,
Li et al. 2002,Hainan,,B-1,,,Basalt,WR,MOR,333,,,,Syn-Godwana and Pre-Pangea,1.8,4.97,,0.2188,0.513038,13,,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,
Li et al. 2002,Hainan,,S-3,,,Basalt,WR,MOR,333,,,,Syn-Godwana and Pre-Pangea,4.88,17.2,,0.172,0.512929,6,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,
Li et al. 2002,Hainan,,HN-7,,,Basalt,WR,MOR,333,,,,Syn-Godwana and Pre-Pangea,2.43,8.81,,0.167,0.512913,9,,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,
Li et al. 2002,Hainan,,JYVR*,,,Basalt,WR,MOR,333,,,,Syn-Godwana and Pre-Pangea,2.29,5.85,,0.2365,0.513074,11,,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,
Yang et al. 2018,Bayingou,,BY-1,,,Basalt,WR,OIB,344,CAOB,Paleo-Asian,,Syn-Godwana and Pre-Pangea,6.92,30.78,,0.1369,0.512825,0.000008,0.51252,6.3,5.99,269.4,0.0644,0.705243,0.000007,0.70493,1.97,3.46,0.75,125.45,27,0.196,19.53,15.73,40.21,18.05,15.65,38.06,,,,,,,,
Yang et al. 2018,Bayingou,,BY-2,,,Basalt,WR,OIB,344,CAOB,Paleo-Asian,,Syn-Godwana and Pre-Pangea,8.29,36.32,,0.1389,0.512848,0.000007,0.51254,6.6,5.74,396.4,0.0419,0.705319,0.000011,0.70511,2.1,4.1,0.91,139.46,30.73,0.223,19.39,15.71,40.04,17.71,15.62,37.64,,,,,,,,
Yang et al. 2018,Bayingou,,BY-3,,,Basalt,WR,OIB,344,CAOB,Paleo-Asian,,Syn-Godwana and Pre-Pangea,7.12,30.68,,0.1412,0.512818,0.000007,0.5125,6,5.66,289.5,0.0566,0.705309,0.000008,0.70503,2.01,3.48,0.77,123.67,27.16,0.197,19.49,15.73,40.14,18,15.65,38.01,,,,,,,,
Yang et al. 2018,Bayingou,,BY-4,,,Basalt,WR,OIB,344,CAOB,Paleo-Asian,,Syn-Godwana and Pre-Pangea,7.23,32.67,,0.1347,0.512799,0.000008,0.5125,5.9,5.82,301.6,0.0559,0.705256,0.000009,0.70498,1.92,3.51,0.73,130.58,26.96,0.196,19.39,15.72,40.16,17.91,15.64,37.91,,,,,,,,
Yang et al. 2018,Bayingou,,BY-5,,,Basalt,WR,OIB,344,CAOB,Paleo-Asian,,Syn-Godwana and Pre-Pangea,8.34,33.91,,0.1497,0.512889,0.000006,0.51255,7,6.01,321.7,0.0541,0.705284,0.00001,0.70502,2.05,3.49,0.82,121.6,28.36,0.206,19.51,15.72,40.13,17.96,15.64,38.04,,,,,,,,
Yang et al. 2018,Bayingou,,BY-6,,,Basalt,WR,OIB,344,CAOB,Paleo-Asian,,Syn-Godwana and Pre-Pangea,8.15,36.95,,0.1342,0.512823,0.000009,0.51252,6.4,5.67,342.6,0.0479,0.705291,0.000013,0.70506,1.96,4.05,0.83,147.59,30.03,0.218,19.49,15.71,40.03,17.84,15.63,37.5,,,,,,,,
Yang et al. 2018,Bayingou,,BY-7,,,Basalt,WR,OIB,344,CAOB,Paleo-Asian,,Syn-Godwana and Pre-Pangea,7.59,35.18,,0.1313,0.512831,0.000007,0.51254,6.6,5.86,291.2,0.0583,0.705301,0.000012,0.70502,1.98,4.1,0.91,147.91,32.59,0.236,19.44,15.73,40.2,17.65,15.63,37.66,,,,,,,,
Yang et al. 2018,Bayingou,,BY-8,,,Basalt,WR,OIB,344,CAOB,Paleo-Asian,,Syn-Godwana and Pre-Pangea,7.49,33.76,,0.135,0.512798,0.000008,0.51249,5.8,5.79,282.3,0.0594,0.705318,0.000011,0.70503,2.03,3.98,0.78,140.04,27.25,0.198,19.53,15.72,40.2,18.03,15.64,37.79,,,,,,,,
